timestamp,current,temperature,anomaly
2026-07-17 14:15:14,53.31,165.02,True
2026-07-17 14:15:15,53.81,166.25,True
2026-07-17 14:15:16,54.13,167.08,True
2026-07-17 14:15:17,54.53,168.07,True
2026-07-17 14:15:18,55.02,169.04,True
2026-07-17 14:15:19,55.51,170.23,True
2026-07-17 14:15:20,55.89,171.04,True
2026-07-17 14:15:21,56.32,171.85,True
2026-07-17 14:15:22,56.75,172.79,True
2026-07-17 14:15:23,57.26,174.29,True
2026-07-17 14:15:24,57.62,175.55,True
2026-07-17 14:15:25,58.0,176.62,True
2026-07-17 14:15:26,58.49,178.33,True
2026-07-17 14:15:27,58.87,179.21,True
2026-07-17 14:15:28,59.19,180.53,True
2026-07-17 14:15:29,59.61,182.08,True
2026-07-17 14:15:30,59.88,183.36,True
2026-07-17 14:15:31,60.36,184.21,True
2026-07-17 14:15:32,60.81,185.11,True
2026-07-17 14:15:33,61.06,186.71,True
2026-07-17 14:15:34,61.38,187.54,True
2026-07-17 14:15:35,61.8,188.74,True
2026-07-17 14:15:36,62.07,189.9,True
2026-07-17 14:15:37,62.59,191.67,True
2026-07-17 14:15:38,62.96,193.45,True
2026-07-17 14:15:39,63.36,195.2,True
2026-07-17 14:15:40,63.86,196.18,True
2026-07-17 14:15:41,64.35,197.26,True
2026-07-17 14:15:42,64.69,198.84,True
2026-07-17 14:15:43,65.07,200.57,True
2026-07-17 14:15:44,65.57,202.09,True
2026-07-17 14:15:45,65.84,203.36,True
2026-07-17 14:15:46,66.11,204.81,True
2026-07-17 14:15:47,66.71,205.84,True
2026-07-17 14:15:48,66.98,207.63,True
2026-07-17 14:15:49,67.41,208.98,True
2026-07-17 14:15:50,67.83,210.31,True
2026-07-17 14:15:51,68.11,211.76,True
2026-07-17 14:15:52,68.62,212.65,True
2026-07-17 14:15:53,68.97,214.09,True
2026-07-17 14:15:54,69.23,215.23,True
2026-07-17 14:15:55,69.61,216.51,True
2026-07-17 14:15:56,69.9,217.59,True
2026-07-17 14:15:57,70.28,218.65,True
2026-07-17 14:15:58,70.83,219.73,True
2026-07-17 14:15:59,71.12,221.28,True
2026-07-17 14:16:00,71.49,222.96,True
2026-07-17 14:16:01,71.82,224.35,True
2026-07-17 14:16:02,72.19,225.99,True
2026-07-17 14:16:03,72.55,227.25,True
2026-07-17 14:16:04,72.82,228.09,True
2026-07-17 14:16:05,73.41,229.61,True
2026-07-17 14:16:06,73.87,231.34,True
2026-07-17 14:16:07,74.14,232.94,True
2026-07-17 14:16:08,74.54,234.37,True
2026-07-17 14:16:09,75.0,235.56,True
2026-07-17 14:16:10,75.28,236.57,True
2026-07-17 14:16:11,75.58,237.69,True
2026-07-17 14:16:12,76.03,238.66,True
2026-07-17 14:16:13,76.48,239.52,True
2026-07-17 14:16:14,76.79,240.87,True
2026-07-17 14:16:15,77.37,242.0,True
2026-07-17 14:16:16,77.83,243.6,True
2026-07-17 14:16:17,78.31,244.72,True
2026-07-17 14:16:18,78.59,246.34,True
2026-07-17 14:16:19,78.95,247.73,True
2026-07-17 14:16:20,79.2,249.29,True
2026-07-17 14:16:21,79.51,250.22,True
2026-07-17 14:16:22,80.0,251.23,True
2026-07-17 14:16:23,80.52,252.34,True
2026-07-17 14:16:24,80.83,253.56,True
2026-07-17 14:16:25,81.42,255.28,True
2026-07-17 14:16:26,81.73,256.9,True
2026-07-17 14:16:27,82.14,257.95,True
2026-07-17 14:16:28,82.43,259.59,True
2026-07-17 14:16:29,82.75,260.68,True
2026-07-17 14:16:30,83.33,261.8,True
2026-07-17 14:16:31,83.65,263.3,True
2026-07-17 14:16:32,84.18,264.33,True
2026-07-17 14:16:33,84.59,266.01,True
2026-07-17 14:16:34,84.93,267.16,True
2026-07-17 14:16:35,85.4,268.81,True
2026-07-17 14:16:36,85.78,270.59,True
2026-07-17 14:16:37,86.2,271.4,True
2026-07-17 14:16:38,86.79,272.96,True
2026-07-17 14:16:39,87.36,274.65,True
2026-07-17 14:16:40,87.67,276.39,True
2026-07-17 14:16:41,88.03,277.88,True
2026-07-17 14:16:42,88.28,278.99,True
2026-07-17 14:16:43,88.64,280.46,True
2026-07-17 14:16:44,89.14,281.76,True
2026-07-17 14:16:45,89.62,282.67,True
2026-07-17 14:16:46,90.14,283.75,True
2026-07-17 14:16:47,90.46,285.24,True
2026-07-17 14:16:48,90.91,287.03,True
2026-07-17 14:16:49,91.29,288.44,True
2026-07-17 14:16:50,91.54,289.29,True
2026-07-17 14:16:51,92.14,290.44,True
2026-07-17 14:16:52,92.55,291.33,True
2026-07-17 14:16:53,93.07,292.9,True
2026-07-17 14:16:54,93.53,293.91,True
2026-07-17 14:16:55,94.03,294.94,True
2026-07-17 14:16:56,94.32,295.96,True
2026-07-17 14:16:57,94.89,297.39,True
2026-07-17 14:16:58,95.31,298.58,True
2026-07-17 14:16:59,95.85,300.37,True
2026-07-17 14:17:00,96.32,301.56,True
2026-07-17 14:17:01,96.58,302.91,True
2026-07-17 14:17:02,96.87,304.69,True
2026-07-17 14:17:03,97.39,305.71,True
2026-07-17 14:17:04,97.89,306.97,True
2026-07-17 14:17:05,98.32,307.9,True
2026-07-17 14:17:06,98.64,308.76,True
2026-07-17 14:17:07,99.17,309.69,True
2026-07-17 14:17:08,99.7,311.33,True
2026-07-17 14:17:09,100.07,312.92,True
2026-07-17 14:17:10,100.33,314.46,True
2026-07-17 14:17:11,100.85,315.97,True
2026-07-17 14:17:12,101.32,316.99,True
2026-07-17 14:17:13,101.61,318.77,True
2026-07-17 14:17:14,101.89,320.23,True
2026-07-17 14:17:15,102.2,321.42,True
2026-07-17 14:17:16,102.66,322.72,True
2026-07-17 14:17:17,103.06,324.41,True
2026-07-17 14:17:18,103.49,325.5,True
2026-07-17 14:17:19,103.94,327.09,True
2026-07-17 14:17:20,104.44,328.65,True
2026-07-17 14:17:21,104.9,330.34,True
2026-07-17 14:17:22,105.4,331.16,True
2026-07-17 14:17:23,105.81,331.96,True
2026-07-17 14:17:24,106.15,333.75,True
2026-07-17 14:17:25,106.68,335.3,True
2026-07-17 14:17:26,107.27,337.04,True
2026-07-17 14:17:27,107.58,338.39,True
2026-07-17 14:17:28,108.14,339.19,True
2026-07-17 14:17:29,108.42,340.62,True
2026-07-17 14:17:30,108.86,341.99,True
2026-07-17 14:17:31,109.37,342.91,True
2026-07-17 14:17:32,109.69,344.13,True
2026-07-17 14:17:33,110.02,345.67,True
2026-07-17 14:17:34,110.37,347.14,True
2026-07-17 14:17:35,110.74,348.5,True
2026-07-17 14:17:36,111.17,349.92,True
2026-07-17 14:17:37,111.62,350.89,True
2026-07-17 14:17:38,112.13,352.05,True
2026-07-17 14:17:39,112.72,353.78,True
2026-07-17 14:17:40,113.32,355.41,True
2026-07-17 14:17:41,113.85,356.71,True
2026-07-17 14:17:42,114.31,357.81,True
2026-07-17 14:17:43,114.9,358.93,True
2026-07-17 14:17:44,115.46,359.86,True
2026-07-17 14:17:45,115.72,361.62,True
2026-07-17 14:17:46,116.16,363.24,True
2026-07-17 14:17:47,116.5,364.83,True
2026-07-17 14:17:48,116.94,365.79,True
2026-07-17 14:17:49,117.35,366.76,True
2026-07-17 14:17:50,117.94,367.82,True
2026-07-17 14:17:51,118.33,368.74,True
2026-07-17 14:17:52,118.64,370.48,True
2026-07-17 14:17:53,119.2,371.88,True
2026-07-17 14:17:54,119.78,373.29,True
2026-07-17 14:17:55,120.05,374.69,True
2026-07-17 14:17:56,120.6,376.08,True
2026-07-17 14:17:57,121.19,377.34,True
2026-07-17 14:17:58,121.57,378.7,True
2026-07-17 14:17:59,122.17,380.0,True
2026-07-17 14:18:00,122.66,381.11,True
2026-07-17 14:18:01,123.24,382.35,True
2026-07-17 14:18:02,123.73,383.83,True
2026-07-17 14:18:03,124.24,384.84,True
2026-07-17 14:18:04,124.69,386.28,True
2026-07-17 14:18:05,124.98,387.67,True
2026-07-17 14:18:06,125.56,388.84,True
2026-07-17 14:18:07,125.93,390.57,True
2026-07-17 14:18:08,126.45,391.75,True
2026-07-17 14:18:09,126.82,393.0,True
2026-07-17 14:18:10,127.25,394.11,True
2026-07-17 14:18:11,127.75,395.14,True
2026-07-17 14:18:12,128.26,396.87,True
2026-07-17 14:18:13,128.57,397.79,True
2026-07-17 14:18:14,128.9,398.81,True
2026-07-17 14:18:15,129.29,400.57,True
2026-07-17 14:18:16,129.58,402.29,True
2026-07-17 14:18:17,129.9,403.3,True
2026-07-17 14:18:18,130.22,404.3,True
2026-07-17 14:18:19,130.69,405.8,True
2026-07-17 14:18:20,130.97,407.54,True
2026-07-17 14:18:21,131.5,409.27,True
2026-07-17 14:18:22,132.07,410.2,True
2026-07-17 14:18:23,132.33,411.09,True
2026-07-17 14:18:24,132.93,412.35,True
2026-07-17 14:18:25,133.23,413.54,True
2026-07-17 14:18:26,133.81,414.94,True
2026-07-17 14:18:27,134.38,416.08,True
2026-07-17 14:18:28,134.86,417.29,True
2026-07-17 14:18:29,135.24,418.63,True
2026-07-17 14:18:30,135.6,419.97,True
2026-07-17 14:18:31,136.1,421.59,True
2026-07-17 14:18:32,136.35,423.1,True
2026-07-17 14:18:33,136.63,424.21,True
2026-07-17 14:18:34,137.01,425.12,True
2026-07-17 14:18:35,137.45,426.63,True
2026-07-17 14:18:36,137.74,428.17,True
2026-07-17 14:18:37,138.34,429.37,True
2026-07-17 14:18:38,138.63,430.9,True
2026-07-17 14:18:39,138.93,432.48,True
2026-07-17 14:18:40,139.28,433.74,True
2026-07-17 14:18:41,139.56,435.2,True
2026-07-17 14:18:42,140.05,436.5,True
2026-07-17 14:18:43,140.51,437.87,True
2026-07-17 14:18:44,141.08,439.08,True
2026-07-17 14:18:45,141.39,440.47,True
2026-07-17 14:18:46,141.84,441.74,True
2026-07-17 14:18:47,142.34,443.4,True
2026-07-17 14:18:48,142.64,444.64,True
2026-07-17 14:18:49,142.89,446.0,True
